Irish And English,Irish English
English
Irish
Irish English
English And Irish,Irish English
English Only,English
No,English
English Language,English
English Irish,Irish English
Irish Only,Irish
Nil,English
English L,English
None
Irish Language,Irish
No Irish,English
Broken English,English
Irish A English,Irish English
Speak English,English
Scotch
Only English,English
French
Cannot Speak,None
Can Speak Irish And English,Irish English
Yes,Irish English
Both,Irish English
Both English,Irish English
Irish And C English,Irish English
Not,English
Cannot Speak Irish,English
Speaks English,English
Cannot,English
Can Speak English And Irish,Irish English
Speak Irish And English,Irish English
Neither,None
Irish Or English,Irish English
Plain English,English
English And French,English French
No English,English
Speak Irish,Irish
Infant,None
Speaks Irish And English,Irish English
Can Speak English,Irish English
Speak English Only,English
Learning Irish,Irish English
A Little Irish And English,Irish English
No Language,None
Irish And English Language,Irish English
English And Some Irish,Irish English
Scotch And English,Scotch English
Irish And,Irish English
Spas English,English
Welsh And English,English Welsh
None Speak Irish,English
All English,English
French And English,English French
Irish On English,Irish English
Can Speak Irish English,English
Can't Speak,None
Can Speak Irish,Irish
Can't Speak Irish,English
G And English,English German
English And English,English
Irish L,Irish
English Language Only,English
Irish Yes English,Irish English
Language English,English
Irish Of English,Irish English
Yes Irish And English,Irish English
Irish And Language,Irish Latin
Not Irish,English
English And German,English German
Both Irish And English,Irish English
Irish English Language,Irish English
Read English,English
English A Irish,Irish English
English French
English Languages,English
Irish Language And English,Irish English
English And Welsh,English Welsh
England Language,English
Norwegian
Scotch English
English And Little Irish,Irish English
Cannot Speak English,Irish
Nothing,None
German And English,English German
Irish Scotch
Irish Languages,Irish
English German
Don't Speak Irish,English
Speaker English,English
English English,English
None Can Speak Irish,English
Irish And Welsh,Irish Welsh
And English,Irish English
Not Speaking,None
English Learning Irish,Irish English
Language,English
British English,English
Prof English,English
Speaks Irish,Irish
All Speak English Only,English
Can Speak English Irish,Irish English
English No Irish,English
Does Not Know,English
Learning,Irish English
Not Any,English
Both Languages,Irish English
Speak Irish English,Irish English
Cannot Talk,None
Can Irish And English,Irish English
Speaks English Only,English
Speaks English And Irish,Irish English
English Irish Language,Irish English
Cannot Irish,English
No Irish Spoken,English
Irish And English Yes,Irish English
Broken In English,English
Irish And Irish,Irish
English And Scotch,Scotch English
English D Irish,Irish English
Understands English And Irish,Irish English
English Scotch,Scotch English
No Irish Speaking,English
Can't Speak Yet,None
Hebrew Scotch
Irish And English Only,Irish English
Cannot Speak English Or Irish,None
No Irish Language,English
Can't Irish Can English,English
Here And English,Hebrew English
Irish Wn,Irish
In,Irish
Irish None,English
Read Irish,Irish
English And,Irish English
Irish English Only,Irish English
Saxon,English
Can Speak,Irish English
No Knowledge,None
English Fan,English
Know Nothing About Irish English Only,English
Speak English And Irish,Irish English
Irish Spoken,Irish
English Large,English
Welsh
Italian
English Educated,English
Irish And English H,Irish English
Can Speak English Only,English
Certainly Not,English
Both L,Irish English
German
Irish D English,Irish English
Read And Write English,English
Spas Irish English,Irish English
Know,English
Irish And English Not,Irish English
Irish Accent,English
Italian And English,English Italian
British Only,English
Learning Irish English,Irish English
Hebrew And English,Hebrew English
English Or Irish,Irish English
British,English
By Linguist,Irish English
English Not By Choice,English
Flemish,Dutch
Irish And English Can Speaker Both,Irish English
Broken Irish,Irish English
Both Language,Irish English
Cannot Speak Yet,None
English And Germany,English German
Irish H,Irish
Hebrew
Can't English,English
Irish And Scotch,Irish Scotch
Tongue Or Language,Irish English
Understand English And Irish,Irish English
Read And Write,Irish English
Scotch Scotch,Scotch
Not Able To Speak,None
Flemish And English,Dutch English
No Irish Spoken With Any One In House,English
English Welsh
Can Speaks English,English
Beginning,Irish English
C Speaker Irish And English,Irish English
Do Not Speak It,English
Scholar,Irish English
Irish English French
Both English And Irish,Irish English
Welsh Language,Welsh
H Both,Irish English
Irish And English L,Irish English
Common English,English
Write English,English
None But English,English
English And Irish Language,Irish English
Nothing Foolish,English
Irish Scotch C,Irish Scotch
German English,English German
Book Language,Irish English
Don't Know Irish,English
Cannot Read,English
Scotch And Irish,Irish Scotch
English And Scotch Irish,English Scotch Irish
Irish Nor English,None
No Irish Here,English
English And Hebrew,Hebrew English
English Read Wright,English
Can't Talk,None
Irish English And French,Irish English French
Speak English Irish,Irish English
Speak Scotch,Scotch
Broken Scotch,Scotch
Can Speak A Little Irish,Irish English
Irish English L,Irish English
Nil English,English
English And Latin,English Latin
Languages English,English
Only Irish,Irish
Hullabulloo,English
Speak,Irish
Cannot Read Irish Or Speaker Irish,English
Can Read Irish,Irish English
Dutch
English And Learning Irish,Irish English
Sufficient,Irish English
Irish In,Irish English
Does Not Spas Irish,English
Hebrew Mr L,Hebrew
Slight Knowledge,Irish English
Hebrew Read,Hebrew English
Both Much No,Irish English
Do Not Speak Irish,English
Can Speaks Irish,Irish
Both Irish English,Irish English
All French,French
Sorry We Don't Speak Irish,English
Irish Roman,Irish Latin
Don't,English
Linguist,Irish English
Wn Know,Irish English
Irish Cannot Speak,English
Not Able To Spoke Irish,English
English And Language,English Latin
English Not Irish,English
Irish And English And French,Irish English French
English Latin
Not Able,English
Cannot Spoke,None
Italian Language,Italian
Can Not,English
Not English Or Irish,None
Mr English,English
Speaker Irish And English,Irish English
Prof Can English,English
English Irish And English,Irish English
Cannot Speak Either,None
English And C,English
English And Here,Hebrew English
English Quite C,English
Speaks Both English And Irish,Irish English
D Scotch,Scotch
Scotland,Scotch
English C,English
Done,Irish English
Cannot Speak Irish Can Speak English,English
Learning English,English
English Carney Irish,Irish English
French English German
English Talk Irish,Irish English
English And Irish Both,Irish English
No Knowledge Of Irish,English
Irish And Saxon,Irish English
Not A Word,English
Irish And English English,Irish English
Not Of Irish,English
Some Irish,Irish English
Write Read,Irish English
English Language Irish And C,Irish English
Can Speak Both,Irish English
English And Irish English,Irish English
Don't Read,Irish English
Read And Write English And Irish,Irish English
Cannot Speaker,English
None Speaks Irish,English
Cannot Either,None
No Talk,None
Broken English Irish,Irish English
Not Talking,None
Scotch Irish,Irish Scotch
Speakers English,English
English Speaking,English
English Regret No Irish,English
Irish Understands,Irish English
Not Likely,English
Can Speak Read And Write English And Irish,Irish English
Learning Irish And English,Irish English
Speak And Under A Little Irish English,Irish English
Done Irish And English,Irish English
English And Write,Irish English
Only English Language,English
Irish Language English,Irish English
Greek
Irish Speaking,Irish
Cannot Read And Write,English
Too Young To Speak,None
English And Spanish,English Spanish
English And A Little Irish,Irish English
English French And Latin,English French Latin
Irish And A Little English,Irish English
Not Much,Irish English
Cannot Speak Irish Or English,None
All Speaks English,English
All,Irish English
Mr Scotch,Scotch
Can Read,Irish English
English Attending School,English
English Oly,English
Spas Irish And English,Irish English
Irish No,English
Speaks English Not Irish,English
English Bs,English
Swedish
Irish And English Both,Irish English
Speak Read Write,Irish English
No Irish English,English
Irish And English Reads Both,Irish English
Swedish And English,English Swedish
Irish And L English,Irish English
Scholar Caring Irish,Irish
Irish German
Certainly,Irish English
A Little Irish English,Irish English
At School,Irish English
Speak Both Irish English,Irish English
Irish English And C,Irish English
Swiss
None English,English
Galway English,English
C Scotch English,Scotch English
A Little Irish,Irish English
Yes Irish,Irish
Quite,Irish English
Saxon Learning Irish,Irish English
Italian English,English Italian
Read And Write Irish And English,Irish English
English Irish And French,Irish English French
Speakers Both Languages,Irish English
English Speak Irish,Irish English
Sheer Irish And English,Irish English
Not Irish And English,English
Both Speak Only English,Irish English
Not Yet,English
English Mr,English
Not Speaking Yet,None
Cannot Get Talk,None
G English,English
Irish A Little And English,Irish English
English Irish French,Irish English French
Irish And Only,Irish
Irish In English,Irish English
Cannot Read Irish,English
Bad English,English
Knows Nothing About Irish,English
German A English,English German
Can Read And Write Irish And English,Irish English
Speak And English,Irish English
To Young,None
Cannot Scotch,Scotch
Studying Irish,Irish English
Could Not Speak,None
Scotch Irish And English,English Scotch Irish
Irish Knowledge,Irish English
English A Little Irish,Irish English
German Only,German
Double Dutch,English
Irish Partly And English,Irish English
Partly,Irish English
Both Read And Wn Irish,Irish English
No No,English
Has The Irish Language,Irish English
English All Right,English
England And Irish,Irish English
Speak Only,Irish English
Speaks,Irish English
Irish English English,Irish English
Going To School,Irish English
English Can,English
Alright,Irish English
Irish At School,Irish English
Irish G,Irish English
English On,English
French English,English French
Cannot English,English
Try English,English
No English Or Irish,None
Leaning Irish And English,Irish English
Or,Irish English
Can't Speak Irish Or English,None
None Here,None
Read English And Speak Irish,Irish English
Little Irish And English,Irish English
Parent Irish And English,Irish English
A Little Irish And Good English,Irish English
Partial Irish And English,Irish English
Do Not Spas Irish,English
Speak Both Languages,Irish English
Speaks Or Little Irish Also English,Irish English
Can English,English
English Irish German
Read,Irish English
Learning English Irish,Irish English
Speaks It Only,Irish English
Chinese
English Irish Imperfectly As Yet,Irish English
Cannot Talk Yet,None
Speaker Of Irish And English,Irish English
Irish And English And C,Irish English
English On Irish,Irish English
In German,German
Each,Irish English
English And Irish Speaks,Irish English
Not Speak,None
Fini
Irish English Hindi English,Irish English Hindi
Speaks English French And German,English French German
Ignorant,None
Can Read And Write Both English And Irish,Irish English
English And C A Little Irish,Irish English
English No Language,English
English Or,Irish English
Latin French Greek Irish And English,Irish English Greek French Latin
Can Irish And England,Irish English
Both Know English,Irish English
Neither Two Young,None
Not Talking Yet,None
Can Speak English And A Little Irish,Irish English
Nothing To English,English
None Can Speak English Not Irish,English
No Irish And English,English
English Irish H,Irish English
Irish Speak,Irish English
Read H,Irish English
English German French Italian
Irish And English And Welsh,Irish English Welsh
Can't Speak Irish On English,English
Cannot Speak It,English
Irish English Greek French And Latin,Irish English Greek French Latin
Yes And Irish And English,Irish English
Speak A Little,Irish English
English Book And Irish,Irish English
Commencing Irish,Irish English
Irish Latin,Irish
English Latin French
Both Irish,Irish
Gujarati
French Irish And English,Irish English French
English Well,English
Knows Irish And English,Irish English
Only Lisps Yet,None
Too Young To Talk,None
Can Speak Both Irish And English,Irish English
Not Irish Or English,None
Irish And English Irish Not Many Fluently,Irish English
Her Own Language,None
English Irish C,Irish English
Cannot Speak Either English Or Irish,None
English Understands Not Speak Or Write Irish,English
Yet No Language,None
Cannot Speak Too Young To Speak,None
Speaks English Irish,Irish English
Will,Irish English
English Knowledge Of Irish,Irish English
Can Distintly Speak Irish English,Irish English
English Irish And C,Irish English
Not Education,None
Latin
English Parish,English
English And Greek,English Greek
No Irish Cut English,English
Child,None
Learning Irish Speaking English,Irish English
English Yes Irish,Irish English
Can Speak Both Irish,Irish English
English Russian
Not Speak Yet,None
Sightly,Irish English
Sheer English Only,English
Can Speaker English And Irish,Irish English
English Read,English
Dumb Yet,None
Irish But Badly And English,Irish English
Irish And In,Irish English
Irish Read And Speak,Irish
English Little Of Irish,Irish English
Ca Irish And English,Irish English
C Speak English And Irish,Irish English
English Norwegian
Educated,English
English Imperfectly,English
Fini English
One English,English
No Irish Speaks English,English
Irish And English German,Irish English German
Irish And Hindi,Irish Hindi
Irish And English Latin And Greek,Irish English Latin Greek
Scotch Irish English
Swiss French,French
Irish English Latin
German French And English,English French German
Irish Welsh
Welsh English
Roman And English,English Latin
Italian French English
Spanish
English French Latin,English Latin French
English Spanish Latin Greek
English And Russian,English Russian
Irish And English French And Italian,Irish English French Latin
English French And Telugu,English French Telugu
English Only Can't Irish,English
Can't Read,English
Irish And English French And Germany,Irish English French German
Irish And English Read Both L,Irish English
Scotch English Irish,English Scotch Irish
English And Hindi,English Hindi
Irish And English English English,Irish English
Russian English,English Russian
Irish English And Latin,Irish English Latin
Irish Fairly Well,Irish English
No As Yet,English
English Only Can Speak,English
English German And French,English French German
English Of Irish,Irish English
Can Speaks English And Irish,Irish English
Can Speak Of Read Irish,Irish English
Manx
Am Sorry English,English
English And Italian,English Italian
No English And Irish,None
Irish And English Speaker,Irish English
A Little,Irish English
Regret English,English
Can't Spas English,English
Not English And Irish,None
Irish And English Read,Irish English
Is English,English
A Little Of Each,Irish English
English English Irish,Irish English
English Only Irish Only,Irish English
English And Carney,English
Some,Irish English
Irish Badly,Irish English
Irish And English Can Speak Irish And English,Irish English
Irish And And English,Irish English
Irish Slightly And English,Irish English
Irish And English Prof And C,Irish English
Beginning To Speak Both,Irish English
None Irish And English,Irish English
Learning English And Irish,Irish English
English Of Not So,English
Cannot Spoke Irish,English
All Speaks,Irish
Irish Latin And English,English Latin Irish
Can't Speak At All,None
Cannot Speak Neither,None
English Some Irish,Irish English
America And English,English
Irish Prof And English,Irish English
French German And C,French German
French And German,French German
Italian French German English Dutch Spanish
English A Student,English
Do Not Read,English
Greek Latin And English,English Latin Greek
Can Speak And Talk,Irish
Greek Or Hebrew,Greek Hebrew
All Spoke,Irish
Neither Irish Nor English,None
Spas Irish,Irish
English All Sheer,English
English Of Germany,English German
Don't Know,English
Wn Hebrew C,Hebrew
English Irish At English,Irish English
Slightly,Irish English
Can Speak Irish On English,Irish English
Not Speak English,English
Irish All,Irish
Not Spoken,English
Norway,Norwegian
Cannot Talk At All,None
Can't Write,English
None At All,None
Ca English,English
Not Speak Irish,English
English And Irish And French,Irish English French
Carney Irish,Irish
British And English,English
Read Scotch,Scotch
English And Irish Out Poorly,Irish English
Not Speaker,English
In English Language,English
Know It,Irish English
C Scotch Irish A English,English Scotch Irish
L Irish,Irish
Read And English,Irish English
Can Only Speak English,English
Speakers Irish And English,Irish English
Telugu
Irish Language English Language,Irish English
English Two Parent Has,English
To French,French
Latin English,English Latin
English And A Slight Knowledge Of The Irish Language,Irish English
Irish Co English,Irish English
Does Not Speak,None
Beginning To Speak English,English
English Irish English,Irish English
English Ony,English
Plain Irish And English,Irish English
Can Spas Irish And English,Irish English
Scotch And Irish And English,English Scotch Irish
Irish But Not English,Irish
English Error,English
Mr Both,Irish English
England Irish,Irish English
Irish Of Irish,Irish
Little Of Either,Irish English
Does Not Speak Yet,None
Irish Soon,Irish English
English And Irish Learning,Irish English
Cannot Speak Irish Irish,Irish
English Irish Read,Irish English
Dumb,None
Read Irish And English,Irish English
English Mr G,English
Sorry I Don't,English
Can't Speak Irish Language,English
Cannot Speak English Irish,Irish
Irish English And English,Irish English
Language Irish English,Irish English
French Dutch English German
Can't Read Write,English
All Can Speak English And Irish,Irish English
English Hindi
Norwegian English,English Norwegian
Does Not Speak Irish,English
English And German And Austrian,English German Austrian
English And Swedish,English Swedish
Can Read Irish And Speak English,Irish English
Can Speaker Both,Irish English
English And Yiddish,English Yiddish
Irish Can Speak Irish,Irish
English Welsh Daly,English Welsh
English Can't Speak Irish,English
Done English,English
No Irish And No,English
